date;code_etu;nature;duree_retard;justifiee;excusee;enseignant;cours;type;duree_cours
2022-01-05T11:00:00;54;absence;;true;false;Enseignant005;R1.04 Intro aux syst. d'exploitation & à leur fonctionnement;TP;90
2022-01-05T14:00:00;54;absence;;true;false;Enseignant009;R1.01 Initiation au développement;TP;120
2022-01-06T08:00:00;25;absence;;false;false;Enseignant001;R1.09 Introduction à l'économie durable et numérique;TD;90
2022-01-06T08:00:00;54;absence;;true;false;Enseignant001;R1.09 Introduction à l'économie durable et numérique;TD;90
2022-01-06T09:30:00;25;absence;;false;false;Enseignant007;R1.10 Anglais;TD;90
2022-01-06T09:30:00;54;absence;;true;false;Enseignant007;R1.10 Anglais;TD;90
2022-01-06T11:00:00;25;absence;;false;false;Enseignant002;R1.06 Mathématiques discrètes;TD;90
2022-01-06T11:00:00;54;absence;;true;false;Enseignant002;R1.06 Mathématiques discrètes;TD;90
2022-01-06T13:30:00;25;absence;;false;false;Enseignant011;R1.05 Introduction aux bases de données et SQL;TP;180
2022-01-06T15:00:00;40;absence;;false;false;Enseignant001;R1.09 Introduction à l'économie durable et numérique;TD;90
2022-01-06T16:30:00;25;absence;;false;false;Enseignant001;R1.09 Introduction à l'économie durable et numérique;TD;90
2022-01-06T16:30:00;54;absence;;true;false;Enseignant001;R1.09 Introduction à l'économie durable et numérique;TD;90
2022-01-09T08:30:00;13;absence;;false;false;Enseignant001;S1.06 Découverte de l'environnement économique et écologique;PROJET;240
2022-01-09T13:30:00;13;absence;;false;false;Enseignant001;S1.06 Découverte de l'environnement économique et écologique;PROJET;270
2022-01-12T08:50:00;8;absence;;true;false;Enseignant005;R1.03 Introduction à l'architecture des ordinateurs;EVALUATION;180
2022-01-12T09:00:00;17;absence;;false;false;Enseignant011;R1.05 Introduction aux bases de données et SQL;TP;180
2022-01-12T09:00:00;28;absence;;false;false;Enseignant008;R1.05 Introduction aux bases de données et SQL;TD;180
2022-01-12T13:00:00;8;absence;;true;false;Enseignant011;R1.05 Introduction aux bases de données et SQL;TP;180
2022-01-23T09:00:00;32;absence;;true;false;Enseignant004;R2.10 Introduction à la Gestion des systèmes d'information;CM;120
2022-01-24T08:00:00;13;absence;;false;false;Enseignant004;R2.10 Introduction à la Gestion des systèmes d'information;TP;180
2022-01-24T09:30:00;32;absence;;true;false;Enseignant006;R2.01 Développement orienté objets;TD;90
2022-01-24T11:00:00;8;retard;30;false;true;Enseignant006;R2.01 Développement orienté objets;TD;90
2022-01-24T13:50:00;32;absence;;true;false;Enseignant001;R2.10 Introduction à la Gestion des systèmes d'information;CM;60
2022-01-24T15:00:00;32;absence;;true;false;Enseignant001;R2.10 Introduction à la Gestion des systèmes d'information;TD;90
2022-01-25T08:20:00;27;absence;;false;false;Enseignant002;R2.07 Graphes;TD;90
2022-01-25T09:00:00;32;absence;;true;false;Enseignant006;R2.01 Développement orienté objets;TD;90
2022-01-25T11:00:00;27;absence;;false;false;Enseignant006;R2.01 Développement orienté objets;TD;90
2022-01-25T13:30:00;32;absence;;true;false;Enseignant001;R2.11 Introduction au Droit;TD;90
2022-01-25T15:00:00;32;absence;;true;false;Enseignant009;R2.02 Développement d'applications avec IHM;TD;180
2022-01-26T09:00:00;6;absence;;false;false;Enseignant004;R2.10 Introduction à la Gestion des systèmes d'information;TP;120
2022-01-26T09:00:00;32;absence;;true;false;Enseignant004;R2.10 Introduction à la Gestion des systèmes d'information;TP;120
2022-01-26T13:30:00;32;absence;;true;false;Enseignant005;R2.04 Communication et fonctionnement bas niveau;TP;180
2022-01-27T09:00:00;2;absence;;false;false;Enseignant012;R2.13 Communication technique;TD;180
2022-01-27T09:00:00;32;absence;;true;false;Enseignant012;R2.13 Communication technique;TD;180
2022-02-02T09:00:00;33;absence;;false;false;Enseignant012;R2.13 Communication technique;TD;90
2022-02-03T08:00:00;2;absence;;false;false;Enseignant004;R2.10 Introduction à la Gestion des systèmes d'information;TP;180
2022-02-03T09:30:00;21;absence;;false;false;Enseignant006;R2.01 Développement orienté objets;TD;90
2022-02-03T11:00:00;2;absence;;false;false;Enseignant006;R2.01 Développement orienté objets;TD;90
2022-02-03T11:00:00;5;absence;;false;false;Enseignant006;R2.01 Développement orienté objets;TD;90
2022-02-03T15:00:00;5;absence;;false;false;Enseignant002;R2.07 Graphes;TD;90
2022-02-10T13:30:00;8;absence;;false;true;Enseignant006;R2.01 Développement orienté objets;TD;90
2022-02-10T15:00:00;8;absence;;false;true;Enseignant007;R2.12 Anglais;TD;90
2022-02-27T15:00:00;32;absence;;true;false;Enseignant007;R2.12 Anglais;TD;90
2022-02-27T16:30:00;32;absence;;true;false;Enseignant008;R2.06 Exploitation d'une base de données;TD;90
2022-03-03T09:00:00;21;absence;;false;false;Enseignant008;R2.06 Exploitation d'une base de données;TD;180
2022-03-06T08:00:00;8;absence;;true;false;Enseignant013;R2.14 Projet Professionnel et Personnel;TP;90
2022-03-06T09:30:00;8;absence;;true;true;Enseignant006;R2.01 Développement orienté objets;TD;90
2022-03-06T11:00:00;8;absence;;true;true;Enseignant002;R2.07 Graphes;TD;90
2022-03-07T09:00:00;2;absence;;false;true;Enseignant002;R2.07 Graphes;TD;90
2022-03-07T10:30:00;2;absence;;false;true;Enseignant007;R2.12 Anglais;TD;90
2022-03-08T08:30:00;33;absence;;false;false;Enseignant006;R2.01 Développement orienté objets;TD;90
2022-03-08T10:00:00;33;absence;;false;false;Enseignant001;R2.13 Communication technique;TD;90
2022-03-09T09:00:00;8;absence;;false;true;Enseignant012;R2.13 Communication technique;TD;180
2022-03-09T13:30:00;29;absence;;false;false;Enseignant004;R2.10 Introduction à la Gestion des systèmes d'information;TP;180
2022-03-10T08:00:00;42;absence;;false;false;Enseignant014;R2.02 Développement d'applications avec IHM;CM;60
2022-03-10T13:30:00;30;absence;;true;false;Enseignant002;R2.07 Graphes;TD;90
2022-03-10T13:30:00;42;absence;;false;false;Enseignant007;R2.12 Anglais;TD;60
2022-03-13T08:30:00;8;absence;;false;true;Enseignant006;R2.01 Développement orienté objets;TD;90
2022-03-13T08:30:00;17;absence;;false;false;Enseignant002;R2.07 Graphes;TD;90
2022-03-13T08:30:00;34;absence;;true;false;Enseignant002;R2.07 Graphes;TD;90
2022-03-13T09:30:00;30;absence;;false;false;Enseignant008;R2.06 Exploitation d'une base de données;TD;180
2022-03-13T10:00:00;17;absence;;false;false;Enseignant006;R2.01 Développement orienté objets;TD;90
2022-03-13T10:00:00;34;absence;;true;false;Enseignant006;R2.01 Développement orienté objets;TD;90
2022-03-13T13:30:00;34;absence;;true;false;Enseignant002;R2.07 Graphes;TD;90
2022-03-14T09:00:00;21;absence;;false;false;Enseignant001;R2.13 Communication technique;TD;90
2022-03-14T09:00:00;51;absence;;false;true;Enseignant001;R2.13 Communication technique;TD;90
2022-03-14T10:30:00;17;absence;;false;false;Enseignant001;R2.13 Communication technique;TD;90
2022-03-14T10:30:00;51;absence;;false;true;Enseignant002;R2.07 Graphes;TD;90
2022-03-14T13:30:00;40;absence;;true;false;Enseignant001;R2.14 Projet Professionnel et Personnel;TD;90
2022-03-14T15:00:00;40;absence;;true;false;Enseignant007;R2.12 Anglais;EVALUATION;90
2022-03-16T13:30:00;40;absence;;true;false;Enseignant004;R2.10 Introduction à la Gestion des systèmes d'information;TP;90
2022-03-16T13:30:00;56;absence;;true;false;Enseignant008;R2.06 Exploitation d'une base de données;TD;180
2022-03-17T09:00:00;8;absence;;false;true;Enseignant002;R2.07 Graphes;TD;90
2022-03-17T10:30:00;8;absence;;false;true;Enseignant002;R2.07 Graphes;TD;90
2022-03-17T13:30:00;12;absence;;false;false;Enseignant014;R2.02 Développement d'applications avec IHM;TD;90
2022-03-17T15:30:00;14;absence;;false;false;Enseignant014;R2.02 Développement d'applications avec IHM;TD;90
2022-03-17T15:30:00;40;absence;;true;false;Enseignant014;R2.02 Développement d'applications avec IHM;TD;90
2022-03-20T08:00:00;8;absence;;false;true;Enseignant014;R2.02 Développement d'applications avec IHM;TD;120
2022-03-20T09:00:00;22;absence;;false;false;Enseignant005;R2.04 Communication et fonctionnement bas niveau;TP;180
2022-03-20T09:30:00;6;absence;;false;false;Enseignant004;R2.10 Introduction à la Gestion des systèmes d'information;TP;180
2022-03-20T09:30:00;17;absence;;false;true;Enseignant004;R2.10 Introduction à la Gestion des systèmes d'information;TP;180
2022-03-20T09:30:00;25;absence;;false;false;Enseignant004;R2.10 Introduction à la Gestion des systèmes d'information;TP;180
2022-03-20T09:30:00;32;absence;;true;false;Enseignant004;R2.10 Introduction à la Gestion des systèmes d'information;TP;180
2022-03-20T10:30:00;8;absence;;false;false;Enseignant002;R2.07 Graphes;TP;90
2022-03-20T13:30:00;2;absence;;false;true;Enseignant005;R2.04 Communication et fonctionnement bas niveau;TP;180
2022-03-20T13:30:00;6;absence;;false;false;Enseignant005;R2.04 Communication et fonctionnement bas niveau;TP;180
2022-03-20T13:30:00;17;absence;;false;true;Enseignant005;R2.04 Communication et fonctionnement bas niveau;TP;180
2022-03-20T13:30:00;22;absence;;false;false;Enseignant004;R2.10 Introduction à la Gestion des systèmes d'information;TP;180
2022-03-20T13:30:00;32;absence;;true;false;Enseignant005;R2.04 Communication et fonctionnement bas niveau;TP;180
2022-03-20T16:50:00;2;absence;;false;true;Enseignant008;R2.06 Exploitation d'une base de données;TD;90
2022-03-20T16:50:00;6;absence;;false;false;Enseignant008;R2.06 Exploitation d'une base de données;TD;90
2022-03-20T16:50:00;17;absence;;false;true;Enseignant008;R2.06 Exploitation d'une base de données;TD;90
2022-03-20T16:50:00;22;absence;;false;false;Enseignant008;R2.06 Exploitation d'une base de données;TD;90
2022-03-20T16:50:00;32;absence;;true;false;Enseignant008;R2.06 Exploitation d'une base de données;TD;90
2022-03-22T08:30:00;33;absence;;false;false;Enseignant001;R2.13 Communication technique;TD;90
2022-03-22T08:30:00;51;retard;60;false;true;Enseignant001;R2.13 Communication technique;TD;90
2022-03-22T10:00:00;33;absence;;false;false;Enseignant008;R2.06 Exploitation d'une base de données;TD;90
2022-03-24T08:30:00;32;retard;40;false;true;Enseignant001;S2.05 Gestion d'un projet;CM;60
2022-03-27T08:00:00;27;absence;;false;false;Enseignant015;R2.01 Développement orienté objets;TP;180
2022-03-27T08:00:00;33;absence;;true;false;Enseignant015;R2.01 Développement orienté objets;TP;180
2022-03-27T09:30:00;14;absence;;false;false;Enseignant007;R2.12 Anglais;TD;90
2022-03-27T09:30:00;32;absence;;true;false;Enseignant007;R2.12 Anglais;TD;90
2022-03-27T13:30:00;32;absence;;true;false;Enseignant002;R2.07 Graphes;TP;90
2022-03-27T15:00:00;32;absence;;true;false;Enseignant002;R2.07 Graphes;TP;90
2022-03-27T17:00:00;32;absence;;true;false;Enseignant001;R2.11 Introduction au Droit;CM;60
2022-03-27T17:00:00;33;absence;;true;false;Enseignant001;R2.11 Introduction au Droit;CM;60
2022-03-29T08:00:00;32;absence;;true;false;Enseignant006;R2.01 Développement orienté objets;TP;180
2022-03-29T16:30:00;32;absence;;true;false;Enseignant007;R2.12 Anglais;TD;90
2022-03-29T16:30:00;34;absence;;true;false;Enseignant007;R2.12 Anglais;TD;90
2022-03-30T09:00:00;8;absence;;false;false;Enseignant002;R2.07 Graphes;TP;90
2022-03-30T09:00:00;32;absence;;true;false;Enseignant008;R2.06 Exploitation d'une base de données;TP;180
2022-03-30T10:30:00;8;absence;;false;false;Enseignant002;R2.07 Graphes;TP;90
2022-03-31T08:00:00;8;absence;;false;true;Enseignant014;R2.02 Développement d'applications avec IHM;TD;120
